no,year ,code,type,x,y,elv,aq,ec,ph,hard,tds,temp,eh,Q,Ca,Mg,Fe,Mn,K,Na,CO3,HCO3,CO2,Cl,SO4,NO2,NO3,SiO2,cumrain,lag1
246,2012,312042,groundwater,782141.246773262,10761789.951517,730,tuffsand,489,6.8,13,761,27.2,-0.29,0.5,63.33,28.66,0.04,0.25,17.11,98.51,0,308,12.25,138,63.63,0,3.923,38.2,34.2,60.5
247,2012,311038,groundwater,784116.277797639,10764677.657667,720,tuffsand,167,7.15,6.3,441,25.7,-0.75,1,32.78,14.55,0.13,0.2422682829,7.8,76.45,0,332,6.42,49.05,0.32,0,1.465,60.2,34.2,60.5
248,2012,311040,groundwater,785220.287377198,10765015.611667,710,tuffsand,494,6.68,4,935,26.6,-0.33,2,94.62,42.08,0.66,0.2424716019,9.67,98.22,0,529,25.44,164,30.17,0,2.553,45.1,34.2,60.5
249,2012,311041,groundwater,785759.935373735,10767453.05421,705,tuffsand,44,6.8,6.8,797,26.4,-0.42,0.75,85.65,18.25,0.08,0.2427834735,13.33,89.89,0,351,23.28,123,66.06,0,5.599,44.2,34.2,60.5
250,2012,311020,groundwater,780604.223077821,10759679.307636,700,tuffsand,349,6.85,7.5,825,26.8,-0.42,2,109,20.96,0.08,0.243217839,3.88,52.58,0,273,16.4,44.54,249,0,0.004,41.5,34.2,60.5
251,2012,314067,groundwater,771336.016070642,10755537.009278,700,breccias,408,6.9,5,765,27.2,-0.41,0.5,78.23,32.67,0.08,0.2429174101,13.08,79.67,0,410,20.53,93.6,75.6,0,1.629,44.1,34.2,60.5
252,2012,311021,groundwater,783889.736508295,10765672.356853,670,tuffsand,265,6.14,7.9,254,26.9,-0.38,0.46,31.9,16.74,0.08,0.2443220657,1.49,2.65,24.6,96,3.11,29.03,26.4,0.02,0.014,56.6,34.2,60.5
253,2012,311022,groundwater,790005.755767298,10759508.656836,650,tuffsand,169,6.52,12,323,26.9,-0.45,0.5,44.58,13.23,0.34,0.2435225353,4.72,23.06,0,268,5.3,9.5,8.9,0,0.004,38.2,34.2,60.5
254,2012,311053,groundwater,779808.404607695,10763769.319736,650,tuffsand,252,6.04,12,254,26.9,-0.43,0.5,26.99,11.62,0.08,0.2452918402,16,2.93,0,102.5,3.99,33.03,19.7,0,0.004,53.3,34.2,60.5
255,2012,311056,groundwater,776304.59997493,10757111.696393,650,tuffsand,680,5.98,6.5,241,26.7,-0.36,1,33.95,20.66,0.16,0.2217507805,0.2,11.5,20.1,91.5,3.11,52.05,22.36,0.01,0.004,44.2,34.2,60.5
300,1997,100,river,796734,10754417,850,tuffsand,116,6.216,34.16,60.8,16,,,8.32,3.2,0.216,0,3.28,4,0,40.96,14.48,7.92,0,0.056,4.08,32.56,38.5,32.4
301,1997,101,river,789964,10750681,859,tuffsand,222,5.832,58.32,144,16,,,17.68,3.36,0.072,0,4,11.2,0,71.76,21.76,9.6,12.16,0.448,9.76,29.68,38.5,32.4
302,1997,102,river,788253,10744303,728,tuffsand,246,5.904,63.84,160,16.56,,,17.92,27.28,0.376,0,4,12.8,0,71.76,21.76,9.6,18.88,0.624,10.24,29.68,38.5,32.4
303,1997,103,river,790744,10736237,667,clay,319,5.96,63.84,160,18,,,17.92,4.56,0.376,0,4,12.8,0,84.16,29.04,9.28,18.88,0.624,10.24,27.28,38.5,32.4
304,1997,104,river,789709,10741073,650,clay,254,5.968,68.8,165,18,,,19.68,4.72,0.08,0.016,4.4,13.6,0,87.84,29.04,10.96,9.6,0.664,10.16,28.64,38.5,32.4
305,1997,105,river,788120,10748255,788,tuffsand,195,5.912,57.28,127,15.76,,,18.8,2.48,0.144,0,3.6,9.6,0,71.04,14.48,7.52,8.72,0.344,11.44,28.32,38.5,32.4
306,1997,106,river,793779,10752343,1149,tuffsand,126,6.488,30.24,82,16.8,,,9.44,1.6,0.216,0,2,5.6,8.48,32.24,0,5.84,0,0.056,4.24,37.6,38.5,32.4
307,1997,107,river,799275,10753680,1336,tuffsand,77,6.392,26.4,50,16.08,,,9.44,0.72,0.216,0,0.8,3.2,0,31.44,7.28,5.52,0,0.04,2.24,37.76,38.5,32.4
308,1998,200,river,796734,10754417,850,tuffsand,116,7.06293,38.8143,69.084,18.18,,,9.4536,3.636,0.24543,0,3.7269,4.545,0,46.5408,16.4529,8.9991,0,0.06363,4.6359,36.9963,40.5,37.4
309,1998,201,river,789964,10750681,859,tuffsand,222,6.62661,66.2661,130.896,18.18,,,19.89,3.8178,0.08181,0,4.545,12.726,0,81.5373,24.7248,10.908,13.8168,0.50904,11.0898,33.7239,40.5,37.4
310,1998,202,river,788253,10744303,728,tuffsand,246,6.70842,72.5382,145.44,18.8163,,,20.16,30.9969,0.42723,0,4.545,14.544,0,81.5373,24.7248,10.908,21.4524,0.70902,11.6352,33.7239,40.5,37.4
311,1998,203,river,790744,10736237,667,clay,319,6.77205,72.5382,145.44,20.4525,,,20.16,5.1813,0.42723,0,4.545,14.544,0,95.6268,32.9967,10.5444,21.4524,0.70902,11.6352,30.9969,40.5,37.4
312,1998,204,river,789709,10741073,650,clay,254,6.78114,78.174,149.985,20.4525,,,22.14,5.3631,0.0909,0.01818,4.9995,15.453,0,99.8082,32.9967,12.4533,10.908,0.75447,11.5443,32.5422,40.5,37.4
313,1998,205,river,788120,10748255,788,tuffsand,195,6.71751,65.0844,115.443,17.9073,,,21.15,2.8179,0.16362,0,4.0905,10.908,0,80.7192,16.4529,8.5446,9.9081,0.39087,12.9987,32.1786,40.5,37.4
314,1998,206,river,793779,10752343,1149,tuffsand,126,7.37199,34.3602,74.538,19.089,,,10.62,1.818,0.24543,0,2.2725,6.363,9.6354,36.6327,0,6.6357,0,0.06363,4.8177,42.723,40.5,37.4
315,1998,207,river,799275,10753680,1336,tuffsand,77,7.26291,29.997,45.45,18.2709,,,10.62,0.8181,0.24543,0,0.909,3.636,0,35.7237,8.2719,6.2721,0,0.04545,2.5452,42.9048,40.5,37.4
316,2007,300,river,796734,10754417,850,tuffsand,116,7.77,42.7,76,20,,,10.4,4,0.27,0,4.1,5,0,51.2,18.1,9.9,0,0.07,5.1,40.7,11,164.1
317,2007,301,river,789964,10750681,859,tuffsand,222,7.29,72.9,144,20,,,22.1,4.2,0.09,0,5,14,0,89.7,27.2,12,15.2,0.56,12.2,37.1,11,164.1
318,2007,302,river,788253,10744303,728,tuffsand,246,7.38,79.8,160,20.7,,,22.4,34.1,0.47,0,5,16,0,89.7,27.2,12,23.6,0.78,12.8,37.1,11,164.1
319,2007,303,river,790744,10736237,667,clay,319,7.45,79.8,160,22.5,,,22.4,5.7,0.47,0,5,16,0,105.2,36.3,11.6,23.6,0.78,12.8,34.1,11,164.1
320,2007,304,river,789709,10741073,650,clay,254,7.46,86,165,22.5,,,24.6,5.9,0.1,0.02,5.5,17,0,109.8,36.3,13.7,12,0.83,12.7,35.8,11,164.1
321,2007,305,river,788120,10748255,788,tuffsand,195,7.39,71.6,127,19.7,,,23.5,3.1,0.18,0,4.5,12,0,88.8,18.1,9.4,10.9,0.43,14.3,35.4,11,164.1
322,2007,306,river,793779,10752343,1149,tuffsand,126,8.11,37.8,82,21,,,11.8,2,0.27,0,2.5,7,10.6,40.3,0,7.3,0,0.07,5.3,47,11,164.1
323,2007,307,river,799275,10753680,1336,tuffsand,77,7.99,33,50,20.1,,,11.8,0.9,0.27,0,1,4,0,39.3,9.1,6.9,0,0.05,2.8,47.2,11,164.1
324,2011,400,river,796734,10754417,850,tuffsand,117.16,7.8477,43.127,76.76,20.2,,,10.504,4.04,0.2727,0,4.141,5.05,0,51.712,18.281,9.999,0,0.0707,5.151,41.107,99.1,139.2
325,2011,401,river,789964,10750681,859,tuffsand,224.22,7.3629,73.629,145.44,20.2,,,22.1,4.242,0.0909,0,5.05,14.14,0,90.597,27.472,12.12,15.352,0.5656,12.322,37.471,99.1,139.2
326,2011,402,river,788253,10744303,728,tuffsand,248.46,7.4538,80.598,161.6,20.907,,,22.4,34.441,0.4747,0,5.05,16.16,0,90.597,27.472,12.12,23.836,0.7878,12.928,37.471,99.1,139.2
327,2011,403,river,790744,10736237,667,clay,322.19,7.5245,80.598,161.6,22.725,,,22.4,5.757,0.4747,0,5.05,16.16,0,106.252,36.663,11.716,23.836,0.7878,12.928,34.441,99.1,139.2
328,2011,404,river,789709,10741073,650,clay,256.54,7.5346,86.86,166.65,22.725,,,24.6,5.959,0.101,0.0202,5.555,17.17,0,110.898,36.663,13.837,12.12,0.8383,12.827,36.158,99.1,139.2
329,2011,405,river,788120,10748255,788,tuffsand,196.95,7.4639,72.316,128.27,19.897,,,23.5,3.131,0.1818,0,4.545,12.12,0,89.688,18.281,9.494,11.009,0.4343,14.443,35.754,99.1,139.2
330,2011,406,river,793779,10752343,1149,tuffsand,127.26,8.1911,38.178,82.82,21.21,,,11.8,2.02,0.2727,0,2.525,7.07,10.706,40.703,0,7.373,0,0.0707,5.353,47.47,99.1,139.2
331,2011,407,river,799275,10753680,1336,tuffsand,77.77,8.0699,33.33,50.5,20.301,,,11.8,0.909,0.2727,0,1.01,4.04,0,39.693,9.191,6.969,0,0.0505,2.828,47.672,99.1,139.2
332,2012,500,river,796734,10754417,850,tuffsand,118.32,7.9254,43.554,77.52,20.4,,,10.608,4.08,0.2754,0,4.182,5.1,0,52.224,18.462,10.098,0,0.0714,5.202,41.514,34.2,60.5
333,2012,501,river,789964,10750681,859,tuffsand,226.44,7.4358,74.358,146.88,20.4,,,22.542,4.284,0.0918,0,5.1,14.28,0,91.494,27.744,12.24,15.504,0.5712,12.444,37.842,34.2,60.5
334,2012,502,river,788253,10744303,728,tuffsand,250.92,7.5276,81.396,163.2,21.114,,,22.848,34.782,0.4794,0,5.1,16.32,0,91.494,27.744,12.24,24.072,0.7956,13.056,37.842,34.2,60.5
335,2012,503,river,790744,10736237,667,clay,325.38,7.599,81.396,163.2,22.95,,,22.848,5.814,0.4794,0,5.1,16.32,0,107.304,37.026,11.832,24.072,0.7956,13.056,34.782,34.2,60.5
336,2012,504,river,789709,10741073,650,clay,259.08,7.6092,87.72,168.3,22.95,,,25.092,6.018,0.102,0.0204,5.61,17.34,0,111.996,37.026,13.974,12.24,0.8466,12.954,36.516,34.2,60.5
337,2012,505,river,788120,10748255,788,tuffsand,198.9,7.5378,73.032,129.54,20.094,,,23.97,3.162,0.1836,0,4.59,12.24,0,90.576,18.462,9.588,11.118,0.4386,14.586,36.108,34.2,60.5
338,2012,506,river,793779,10752343,1149,tuffsand,128.52,8.2722,38.556,83.64,21.42,,,12.036,2.04,0.2754,0,2.55,7.14,10.812,41.106,0,7.446,0,0.0714,5.406,47.94,34.2,60.5
339,2012,507,river,799275,10753680,1336,tuffsand,78.54,8.1498,33.66,51,20.502,,,12.036,0.918,0.2754,0,1.02,4.08,0,40.086,9.282,7.038,0,0.051,2.856,48.144,34.2,60.5
